병원명,기관구분,주소,지역,위도,경도,전화번호
학교법인 원광학원(원광대학교병원),광역정신건강복지센터,전라북도 전주시 완산구 홍산북로 57 아이원빌딩 4층,전라북도,35.81762753,127.1081503,063-852-0129
한가정,정신재활시설,"대전광역시 서구 남선로 60번길 45, 3층(탄방동)",대전,36.34859113,127.4013452,
한국생명의전화,중독관리통합지원센터,"대전광역시 동구 동대전로 333, 3층(가양동)",대전,36.35003555,127.442461,02-764-8783
한그루,정신재활시설,"서울특별시 구로구 서해안로 30길 17, 301",서울,,,
한림대학교 성심병원,기초정신건강복지센터,경기도 안양시 만안구 문예로 48,경기,37.38584733,126.9329445,1577-5587
한림대학교 춘천성심병원,기초정신건강복지센터,경기도 가평군 가평읍 가화로 155-15,경기,37.83301353,127.5108228,033-240-5000
한림대학교 춘천성심병원,중독관리통합지원센터,강원도 춘천시 삭주로84 수인빌딩3층 ,강원,37.8833966,127.7402653,033-240-5000
한마음세상,정신재활시설,"서울특별시 강서구 초록마을로 32길, 33-18",서울,37.53789845,126.8463311,02-2607-7303
한마음의집,정신재활시설,"서울특별시 서대문구 연희로39다길 20, 1층",서울,37.58711861,126.9316119,042-585-0781
한마음정신보건재활센터,정신재활시설,경상북도 경주시 동성로 35,경상북도,35.84371056,129.2043246,
한미래사회복귀센터,정신재활시설,"부산광역시 부산진구 거제대로 16-4, 4층 ",부산,35.16995059,129.0676964,051-646-7425
한별정신건강병원,기초정신건강복지센터,경기도 김포시 사우중로 108보건소 별관2층,경기,37.62374569,126.7230796,02-955-9924
한빛둥지,정신재활시설,대전광역시 서구 변동로 12-1(변동),대전,36.32738952,127.3751541,NOT_FOUND
한빛하우스,정신재활시설,"서울특별시 서대문구 연희로39다길 20, 2층",서울,37.58711861,126.9316119,0505-567-9876
한사랑,정신재활시설,전라북도 완주군 상관면 신리로 61,전라북도,35.76815713,127.2099124,
한사랑병원,중독관리통합지원센터,경상남도 김해시 분성로227번길 211호,경상남도,35.23243378,128.8705459,031-501-7777
한서중앙병원,기초정신건강복지센터,"경기도 연천군 은대성로 95, 연천군보건의료원내 연천군정신건강복지센터",경기,38.02353355,127.0609624,031-875-7878
한양대학교 산학협력단,기초정신건강복지센터,경기도 구리시 건원대로 34번길 84 ,경기,37.60473625,127.1450794,031-400-4947
한양대학교병원,기초정신건강복지센터,서울특별시 성동구 행당로12,서울,37.55448433,127.0213717,02-2290-8114
한울림,정신재활시설,서울특별시 성북구 보국문로 6길 5-10번지 202호,서울,37.60629905,127.0116292,
한울빌리지,정신요양시설,충청남도 논산시 양촌면 계백한전길 161,충청남도,36.1938654,127.1965106,
한울지역 정신건강센터,정신재활시설,서울특별시 관악구 장군봉길 46,서울,37.48096481,126.9392757,02-877-9964
한울타리,정신재활시설,"대전광역시 서구 도산로 131-1, 3층(도마동)",대전,36.32021609,127.3774291,051-333-9808
함양군 정신건강복지센터,기초정신건강복지센터,경상남도 함안군 중앙남4길 10,경상남도,35.27575872,128.4102675,
함양군 정신건강복지센터,기초정신건강복지센터,경상남도 함양군 함양읍 한들로 139,경상남도,35.51955233,127.7314763,
함양정신요양원,정신요양시설,경상남도 함양군 함양읍 월명길12,경상남도,35.52026631,127.7790926,055-962-2071
함평군 정신건강복지센터,기초정신건강복지센터,전라남도 함평군 함평읍 중앙길 54-8,전라남도,35.06190341,126.5242551,061-320-2512
합천군 정신건강복지센터,기초정신건강복지센터,경상남도 합천군 합천읍 동서로39,경상남도,35.56792811,128.1567534,055-930-4835
해남군 정신건강복지센터,기초정신건강복지센터,전라남도 해남군 해남읍 해남로 46,전라남도,34.5704311,126.6120935,061-531-3768
해맑은뜰,정신재활시설,"서울특별시 은평구 갈현로 47길 32-14, 101호",서울,37.62905876,126.9166185,
해맑은미소,정신재활시설,"경기도 안산시 상록구 태마당로 1길4, c동 101호(부곡동, 양지하이츠빌라)",경기,37.33065477,126.8627734,
해바라기 ,정신재활시설,"경기도 화성시 병점3로 38-2, 태림빌라다동 101호",경기,37.20806068,127.037676,064-728-3989
해비치,정신재활시설,서울특별시 서대문구 증가로 24마길 11,서울,37.5827437,126.9169342,064-780-8100
해사랑,정신재활시설,"서울특별시 은평구 연서로41길 41, 301호",서울,37.62734433,126.9251622,042-221-7727
해솔,정신재활시설,경기도 성남시 중원구 자혜로 16번길 28-1 401호,경기,37.44798824,127.1602832,031-374-5155
해오름,정신재활시설,서울특별시 마포구 망원로11길 27-54,서울,37.55860768,126.9056827,
해운대백병원,기초정신건강복지센터,부산광역시 수영구 수영로 637-5수영구보건소 2층,부산,35.1624774,129.1134882,051-797-0100
해운대자명병원,기초정신건강복지센터,"부산광역시 해운대구 양운로 37번길 59, 보건소 내 2층",부산,35.1641127,129.1786594,051-528-3413
해인공동생활가정,정신재활시설,"세종특별자치시 전의면 산단길 3-11, 정원빌리지 2동 101호",세종,36.70226909,127.2122143,NOT_FOUND
해인정신건강상담센터,정신재활시설,"대구광역시 중구 명덕로 261, 2층",대구,35.85579903,128.5986007,053-425-0425
해찬솔,정신재활시설,"대전광역시 대덕구 대덕대로 1587, 금강로하스엘크루103-603호(석봉동)",대전,36.45344744,127.4220936,031-667-9011
해피하우스,정신재활시설,"인천광역시 연수구 한나루186번길54, 101호(옥련동)",인천,,,
해피하우스 ,정신재활시설,"경기도 평택시 성동로 11번길 20-11, 하애빌라 2동 103호",경기,36.99558741,127.0913814,
해피하우스다솜,정신재활시설,충청북도 충주시 대소원면 창현로 654-17,충청북도,36.91315979,127.8680484,043-856-2001
햇살한줌,정신재활시설,대전광역시 대덕구 한남로 150번길 16(오정동),대전,36.34794929,127.4134324,
행복나무,정신재활시설,부산광역시 기장군 정관읍 정관로 583 대한빌딩 301호,부산,35.32116403,129.177766,010-4571-6389
행복샘,정신재활시설,경기도 수원시 권선구 정조로432 미영A 106동 107호 ,경기,37.24746931,127.014534,
행복울타리,정신재활시설,대전광역시 대덕구 대전로 1387번길 28,대전,36.37792455,127.4197042,053-638-7088
행복을 만드는 집,정신재활시설,서울특별시 강북구 노해로 33길 29-3,서울,37.64625023,127.0228276,031-695-7615
행복의꿈,정신재활시설,충청남도 천안시 동남구 다가13길 17,충청남도,36.80193352,127.1430559,
행복이룸,정신재활시설,충청북도 청주시 흥덕구 오송읍 만수길 13-9 301호,충청북도,36.62425788,127.3261581,031-8032-9244
행복자리,정신재활시설,경상북도 칠곡군 약목면 관호8길 28-18 101동 307호,경상북도,36.00169268,128.3880675,063-465-4001
행복정신건강센터,정신재활시설,서울특별시 강동구 진황도로119 4층 ,서울,37.53491283,127.139566,
행복주는의원,기초정신건강복지센터,경기도 오산시 경기동로 59 보건소2층,경기,37.15935046,127.0778465,031-377-8274
행복한집,정신재활시설,"부산광역시 남구 용소로 64번길 49-1, 1층",부산,35.1314895,129.0984889,031-376-0645
행복한집,정신재활시설,대구광역시 남구 장전1길 149,대구,35.84069701,128.5787484,031-376-0645
행복한집,정신재활시설,전라북도 전주시 덕진구 인교로35-25 뉴도현빌 501호,전라북도,35.82552193,127.1722768,031-376-0645
행복한하루,정신재활시설,서울특별시 도봉구 시루봉로 15라길 7-7 301호(방학동),서울,37.66873055,127.0324337,032-361-7701
향기로운집,정신재활시설,경기도 수원시 권선구 세류3동 817-93번지2층,경기,37.26200313,127.019083,031-632-6073
헤세드하우스 ,정신재활시설,경기도 포천시 소흘읍 광릉수목원로 664,경기,37.77200862,127.1637572,010-8824-4644
혜광의료재단 충북병원,기초정신건강복지센터,충청북도 증평군 증평읍 보건복지로 64-1,충청북도,36.77424621,127.586726,043-260-8200
혜광의료재단 충북병원,기초정신건강복지센터,충청북도 청주시 흥덕구 비하로15번길 16,충청북도,36.62858012,127.4242677,043-260-8200
혜민재활의집,정신재활시설,경기도 파주시 조리읍 문원길 263-6 밀레니엄 B-202,경기,37.72630275,126.8128219,NOT_FOUND
혜민재활의집2,정신재활시설,"경기도 파주시 조리읍 능안로 87, 303",경기,,,NOT_FOUND
홀로서기,정신재활시설,경기도 수원시 권선구 세권로 221번길 24 1층,경기,37.25569146,127.0290559,02-812-6922
홍선군 정신건강복지센터,기초정신건강복지센터,충청남도 홍성군 홍성읍 문화로 106,충청남도,36.59664119,126.6630605,NOT_FOUND
홍성정신요양원,정신요양시설,충청남도 홍성군 홍성읍 대내길 97,충청남도,36.61272848,126.6744685,041-632-3108
홍천군자살예방센터,자살예방센터,강원도 홍천군 홍천읍 신장대로 5,강원,37.69022187,127.8772937,033-430-4030
화곡하늘샘,정신재활시설,"서울특별시 강서구 방화대로6 다길 10-12, 401호",서울,37.55564821,126.8175389,02-2665-7611
화천군 정신건강복지센터,기초정신건강복지센터,강원도 화천군 화천읍 강변로 111,강원,38.10738275,127.709078,NOT_FOUND
희망,정신재활시설,충청남도 천안시 동남구 고재 24길 5,충청남도,36.80560041,127.1622955,061-381-5860
희망빌,정신재활시설,"대구광역시 남구 봉덕로9길 84-2, 4층",대구,35.848382,128.5971152,
희망의그루터기,정신재활시설,전라북도 군산시 둔배미길6-6,전라북도,35.98086663,126.7145538,051-516-1070
희망의쉼터,정신재활시설,전라북도 군산시 둔배미길6-2,전라북도,35.98095567,126.7145537,
희망의집,정신재활시설,경상북도 경산시 자인면 설총로 841-9,경상북도,35.81204857,128.8263443,053-382-1720
희망일터,정신재활시설,인천광역시 강화군 화도면 마니산로 359,인천,37.63143975,126.454878,032-937-6801
희망집,정신재활시설,경기도 오산시 경기동로 8번길 28 라동 102호,경기,37.15628189,127.0745158,
힐링타운,정신재활시설,대전광역시 대덕구 송촌남로55-12,대전,36.35625699,127.4438159,02-2116-3953
힐링하우스,정신재활시설,"경기도 안산시 상록구 석호공원로 2길7, 401호(사동)",경기,37.30081563,126.8490998,010-2301-2272
